GHCND,STATION_NAME,CC,ST,COUNTY,LAT_DEC,LON_DEC
US1NYOD0051,BOONVILLE 2.7 W,US,NY,ONEIDA,43.476707,-75.384188
US1NYER0116,ALDEN 3.6 WSW,US,NY,ERIE,42.871765,-78.554557
US1NYCN0016,BAINBRIDGE 2.9 WS,US,NY,CHENANGO,42.287202,-75.536347
US1NYYT0008,MIDDLESEX 3.5 S,US,NY,YATES,42.6539,-77.266
US1NYMR0044,ROCHESTER 3.6 E,US,NY,MONROE,43.167655,-77.544914
US1NYSF0037,MILLER PLACE 0.5,US,NY,SUFFOLK,40.936023,-72.979927
US1NYOG0056,FABIUS 0.3 SE,US,NY,ONONDAGA,42.832569,-75.982216
US1NYST0037,CORNING 4.0 N,US,NY,STEUBEN,42.205315,-77.06195
US1NYYT0009,NAPLES 5.2 E,US,NY,YATES,42.604177,-77.300654
US1NYMD0023,CANASTOTA 3.0 S,US,NY,MADISON,43.04214,-75.744886
US1NYES0007,KEESEVILLE 0.8 SE,US,NY,ESSEX,44.495048,-73.471093
US1NYDL0028,FLEISCHMANNS 5.7,US,NY,DELAWARE,42.237796,-74.523357
US1NYBM0040,VESTAL 0.4 SSE,US,NY,BROOME,42.079591,-76.051015
USC00303591,HAMBURG 3 W,US,NY,ERIE,42.7276,-78.8812
US1NYCR0013,CORTLAND 2.8 SSW,US,NY,CORTLAND,42.565801,-76.205316
US1NYER0120,DERBY 1.7 NNE,US,NY,ERIE,42.704292,-78.962067
US1NYSF0039,SAYVILLE 0.0 N,US,NY,SUFFOLK,40.736949,-73.0839
US1NYER0110,TONAWANDA 0.8 W,US,NY,ERIE,42.985776,-78.890466
US1NYNS0014,LYNBROOK 0.3 NW,US,NY,NASSAU,40.662285,-73.677957
US1NYCM0024,CHEMUNG 5.7 N,US,NY,CHEMUNG,42.0913,-76.6281
US1NYMR0048,ROCHESTER 2.3 N,US,NY,MONROE,43.201485,-77.619592
US1NYER0122,CHEEKTOWAGA 2.4 N,US,NY,ERIE,42.93457,-78.782951
US1NYOT0025,LAURENS 5.5 W,US,NY,OTSEGO,42.521663,-75.195987
US1NYER0123,CLARENCE CENTER 5,US,NY,ERIE,43.04554,-78.7215
US1NYSF0041,EAST FARMINGDALE,US,NY,SUFFOLK,40.727947,-73.434089
US1NYTM0038,TRUMANSBURG 0.4 W,US,NY,TOMPKINS,42.542059,-76.6687
US1NYDL0031,DELANCEY 0.9 SE,US,NY,DELAWARE,42.196411,-74.95975
US1NYUL0017,HIGHLAND 2.9 WSW,US,NY,ULSTER,41.693893,-74.012911
US1NYCN0018,BAINBRIDGE 6.5 SS,US,NY,CHENANGO,42.212409,-75.423793
US1NYCM0023,HORSEHEADS 0.9 NN,US,NY,CHEMUNG,42.182384,-76.834943
USC00304564,LAKE VIEW 1W,US,NY,ERIE,42.70693,-78.94969
USC00306300,OSCEOLA,US,NY,LEWIS,43.4991,-75.7122
USC00306276,ORIENT POINT STAT,US,NY,SUFFOLK,41.1321,-72.2584
USC00308577,SYOSSET,US,NY,NASSAU,40.8216,-73.4908
USC00303088,FULTON LOCK O-3,US,NY,OSWEGO,43.32418,-76.41849
USC00303070,FRIENDSHIP 5SW,US,NY,ALLEGANY,42.1625,-78.200278
USC00307425,SANBORN 3NE,US,NY,NIAGARA,43.16467,-78.83393
USC00306988,REDFIELD 8N,US,NY,OSWEGO,43.64134,-75.88401
US1NYNS0037,WANTAGH 1.1 NNE,US,NY,NASSAU,40.683311,-73.503837
US1NYSF0078,COMMACK 1.3 SW,US,NY,SUFFOLK,40.833946,-73.303726
US1NYNS0016,MASSAPEQUA 0.9 SS,US,NY,NASSAU,40.655156,-73.475584
US1NYJF0032,WATERTOWN 1.0 ESE,US,NY,JEFFERSON,43.966938,-75.892041
US1NYSF0059,BOHEMIA 0.5 ENE,US,NY,SUFFOLK,40.776294,-73.111945
US1NYSF0077,NESCONSET 1.4 SSW,US,NY,SUFFOLK,40.828998,-73.16433
US1NYSF0075,WHEATLEY HEIGHTS,US,NY,SUFFOLK,40.759895,-73.389305
US1NYDT0016,FISHKILL 1.2 NE,US,NY,DUTCHESS,41.54837,-73.880294
US1NYOT0026,RICHFIELD SPRINGS,US,NY,OTSEGO,42.796397,-74.965803
US1NYSF0092,AMITYVILLE 0.6 NN,US,NY,SUFFOLK,40.677211,-73.410293
US1NYSF0069,SMITHTOWN 2.5 ENE,US,NY,SUFFOLK,40.869696,-73.17078
US1NYSF0042,SOUTHOLD 0.7 NNE,US,NY,SUFFOLK,41.069047,-72.424272
US1NYOG0061,SKANEATELES 0.8 N,US,NY,ONONDAGA,42.95538,-76.433621
US1NYSF0090,MOUNT SINAI 0.4 S,US,NY,SUFFOLK,40.935142,-73.02523
US1NYWC0018,ARMONK 0.3 SE,US,NY,WESTCHESTER,41.12996,-73.708161
US1NYSF0100,PORT JEFFERSON ST,US,NY,SUFFOLK,40.919969,-73.069407
US1NYNS0041,LYNBROOK 0.6 ENE,US,NY,NASSAU,40.662239,-73.663925
US1NYNS0027,PORT WASHINGTON 0,US,NY,NASSAU,40.839167,-73.68025
US1NYNS0042,ALBERTSON 0.2 SSE,US,NY,NASSAU,40.769131,-73.647484
US1NYSF0080,REMSENBURG-SPEONK,US,NY,SUFFOLK,40.8239,-72.6947
US1NYST0035,BATH 6.8 SW,US,NY,STEUBEN,42.267369,-77.413298
US1NYCL0012,SARANAC 0.8 SSE,US,NY,CLINTON,44.639802,-73.738484
US1NYSF0076,SETAUKET-EAST SET,US,NY,SUFFOLK,40.925554,-73.09972
US1NYNS0022,FLORAL PARK 0.7 E,US,NY,NASSAU,40.719814,-73.690902
US1NYCT0025,ISCHUA 0.4 SSE,US,NY,CATTARAUGUS,42.242996,-78.396423
US1NYOL0004,ALBION 1.9 NW,US,NY,ORLEANS,43.263744,-78.218593
US1NYSF0058,HOLTSVILLE 0.3 N,US,NY,SUFFOLK,40.817726,-73.047874
US1NYSF0061,CENTERPORT 0.9 SW,US,NY,SUFFOLK,40.891689,-73.383132
US1NYNS0040,BALDWIN 1.3 S,US,NY,NASSAU,40.643531,-73.609489
US1NYNS0035,VALLEY STREAM 0.6,US,NY,NASSAU,40.657136,-73.69783
US1NYON0011,GORHAM 0.8 S,US,NY,ONTARIO,42.787694,-77.131484
US1NYOG0062,WARNERS 0.7 WNW,US,NY,ONONDAGA,43.089273,-76.341021
US1NYYT0007,DUNDEE 0.3 N,US,NY,YATES,42.528385,-76.977602
US1NYMR0050,WEBSTER 3.0 W,US,NY,MONROE,43.212721,-77.481
US1NYSF0089,AMITYVILLE 0.1 WS,US,NY,SUFFOLK,40.668899,-73.418342
US1NYES0008,BLOOMINGDALE 7.8,US,NY,ESSEX,44.425582,-73.931402
US1NYTM0039,ITHACA 8.5 W,US,NY,TOMPKINS,42.426712,-76.668266
US1NYOG0057,TULLY 3.4 ENE,US,NY,ONONDAGA,42.812616,-76.044812
US1NYCY0014,CAYUGA 4.0 NNE,US,NY,CAYUGA,42.97516,-76.70716
US1NYSF0074,ISLIP TERRACE 0.5,US,NY,SUFFOLK,40.747171,-73.19658
US1NYSF0057,PATCHOGUE 1.1 NW,US,NY,SUFFOLK,40.771865,-73.035736
US1NYSF0070,SHELTER ISLAND HE,US,NY,SUFFOLK,41.049556,-72.362182
US1NYRN0014,WYANTSKILL 1.6 SS,US,NY,RENSSELAER,42.666572,-73.642692
US1NYRN0015,TROY 0.7 E,US,NY,RENSSELAER,42.735585,-73.662524
US1NYNS0028,MERRICK 1.2 N,US,NY,NASSAU,40.667854,-73.554946
US1NYWC0016,BRIARCLIFF MANOR,US,NY,WESTCHESTER,41.164783,-73.834004
US1NYES0009,KEENE VALLEY 2.5,US,NY,ESSEX,44.21543,-73.75098
US1NYNS0034,WANTAGH 0.3 ESE,US,NY,NASSAU,40.666824,-73.505371
US1NYRN0013,TROY 6.9 NE,US,NY,RENSSELAER,42.79035,-73.56226
US1NYSF0063,LAKE GROVE 1.2 SS,US,NY,SUFFOLK,40.840824,-73.122472
US1NYSF0101,EAST ISLIP 0.4 ES,US,NY,SUFFOLK,40.7223,-73.1802
US1NYNS0046,MASSAPEQUA PARK 1,US,NY,NASSAU,40.698077,-73.449893
US1NYUL0015,STONE RIDGE 0.7 N,US,NY,ULSTER,41.85155,-74.151624
US1NYDT0017,PINE PLAINS 4.9 W,US,NY,DUTCHESS,42.015514,-73.739194
US1NYNS0043,PLAINVIEW 0.4 ENE,US,NY,NASSAU,40.785919,-73.466873
US1NYSF0091,MEDFORD 1.9 SE,US,NY,SUFFOLK,40.802345,-72.96051
US1NYER0125,HAMBURG 0.3 ESE,US,NY,ERIE,42.7228,-78.8288
US1NYSF0084,CENTEREACH 1.3 NE,US,NY,SUFFOLK,40.88533,-73.06694
US1NYWR0011,LAKE GEORGE 0.4 N,US,NY,WARREN,43.43179,-73.714662
US1NYSF0103,RIDGE 1.8 SE,US,NY,SUFFOLK,40.89581,-72.853872
US1NYER0124,CHEEKTOWAGA 1.3 N,US,NY,ERIE,42.9235,-78.7679
US1NYSF0073,BRIGHTWATERS 0.7,US,NY,SUFFOLK,40.725978,-73.27275
US1NYMG0003,HESSVILLE 1.8 WSW,US,NY,MONTGOMERY,42.8643,-74.7214
US1NYNS0024,NORTH WANTAGH 0.4,US,NY,NASSAU,40.697201,-73.51598
US1NYSF0065,WEST ISLIP 0.6 SW,US,NY,SUFFOLK,40.703554,-73.305402
US1NYAB0037,COHOES 0.9 ESE,US,NY,ALBANY,42.768644,-73.691117
US1NYNS0036,SYOSSET 2.0 SSW,US,NY,NASSAU,40.787036,-73.51329
US1NYSF0062,COPIAGUE 0.4 ENE,US,NY,SUFFOLK,40.672621,-73.383889
US1NYWN0021,WILLIAMSON 1.8 W,US,NY,WAYNE,43.239963,-77.209635
US1NYNS0032,LOCUST VALLEY 0.3,US,NY,NASSAU,40.8813,-73.5813
US1NYSF0049,SAYVILLE 1.0 SSE,US,NY,SUFFOLK,40.732633,-73.080656
US1NYSF0044,SHIRLEY 2.9 N,US,NY,SUFFOLK,40.8374,-72.866779
US1NYNS0018,HICKSVILLE 1.3 EN,US,NY,NASSAU,40.768653,-73.501701
US1NYSF0060,BLUE POINT 0.4 E,US,NY,SUFFOLK,40.750674,-73.027956
US1NYWR0010,WARRENSBURG 2.1 W,US,NY,WARREN,43.517845,-73.810691
US1NYNS0030,PLAINEDGE 0.4 WSW,US,NY,NASSAU,40.721382,-73.484241
US1NYSF0079,SMITHTOWN 2.0 SSW,US,NY,SUFFOLK,40.830432,-73.22853
USC00304354,KENT,US,NY,ORLEANS,43.33873,-78.12877
USC00305715,NEWFANE 1W,US,NY,NIAGARA,43.29011,-78.72282
US1NYSF0109,COMMACK 0.8 SSW,US,NY,SUFFOLK,40.834707,-73.292446
US1NYCB0009,HILLSDALE 5.8 S,US,NY,COLUMBIA,42.261653,-73.541606
US1NYSF0104,WADING RIVER 2.0,US,NY,SUFFOLK,40.96479,-72.849438
US1NYRN0020,TROY 2.1 NNE,US,NY,RENSSELAER,42.759301,-73.65283
US1NYUL0020,ULSTER PARK 0.9 N,US,NY,ULSTER,41.867677,-73.987955
US1NYST0040,PAINTED POST 7.6,US,NY,STEUBEN,42.068987,-77.167446
US1NYUL0021,STONE RIDGE 0.5 W,US,NY,ULSTER,41.843,-74.161
US1NYUL0022,KINGSTON 2.1 N,US,NY,ULSTER,41.961037,-73.995767
US1NYWR0013,QUEENSBURY 2.5 E,US,NY,WARREN,43.358775,-73.62849
US1NYCQ0027,SILVER CREEK 1.0,US,NY,CHAUTAUQUA,42.530882,-79.159869
US1NYHR0016,ILION 0.7 WSW,US,NY,HERKIMER,43.008807,-75.053906
US1NYER0132,LANCASTER 1.9 SSE,US,NY,ERIE,42.874417,-78.66026
US1NYGR0009,ATHENS 2.2 NNW,US,NY,GREENE,42.295868,-73.832709
US1NYNG0027,LOCKPORT 2.8 WNW,US,NY,NIAGARA,43.189778,-78.744251
US1NYDT0020,HOPEWELL JUNCTION,US,NY,DUTCHESS,41.607415,-73.753202
US1NYMR0055,HONEOYE FALLS 1.7,US,NY,MONROE,42.970066,-77.565732
US1NYSF0085,PATCHOGUE 0.9 SE,US,NY,SUFFOLK,40.751594,-73.009239
US1NYSF0110,ISLIP TERRACE 1.1,US,NY,SUFFOLK,40.762742,-73.177641
US1NYOL0005,MEDINA 0.4 WNW,US,NY,ORLEANS,43.223,-78.39539
US1NYUL0023,WEST HURLEY 0.1 S,US,NY,ULSTER,42.004552,-74.110947
US1NYMR0056,HAMLIN 3.0 NNW,US,NY,MONROE,43.3424,-77.9465
USC00304684,LE ROY 1E,US,NY,GENESEE,42.9736,-77.96719
USC00306465,PAVILION 2,US,NY,GENESEE,42.87347,-77.99243
USC00304565,LAKESIDE,US,NY,ORLEANS,43.37146,-78.26631
USC00306480,PENDLETON 1NE,US,NY,NIAGARA,43.10105,-78.71387
US1NYUL0025,KINGSTON 1.0 SSE,US,NY,ULSTER,41.9162,-73.9929
US1NYNG0030,LOCKPORT 2.5 ESE,US,NY,NIAGARA,43.15207,-78.65338
US1NYSC0020,ROTTERDAM 0.9 NW,US,NY,SCHENECTADY,42.788626,-73.966719
US1NYSR0033,BALLSTON SPA 0.5,US,NY,SARATOGA,43.008691,-73.842507
US1NYSF0115,FARMINGVILLE 0.5,US,NY,SUFFOLK,40.84365,-73.05324
US1NYDL0032,DELHI 6.6 WNW,US,NY,DELAWARE,42.321181,-75.029912
US1NYER0145,ELMA CENTER 1.6 E,US,NY,ERIE,42.82561,-78.60114
US1NYAB0039,ALBANY 0.5 ESE,US,NY,ALBANY,42.662448,-73.790699
US1NYFL0007,BROADALBIN 4.7 ES,US,NY,FULTON,43.039401,-74.108452
US1NYER0151,CLARENCE CENTER 0,US,NY,ERIE,43.007421,-78.629174
US1NYSF0114,FISHERS ISLAND 0.,US,NY,SUFFOLK,41.263055,-72.016388
US1NYDT0023,BEACON 0.7 SE,US,NY,DUTCHESS,41.49696,-73.95587
US1NYUL0026,GARDINER 1.3 WNW,US,NY,ULSTER,41.68585,-74.173692
US1NYNS0045,NEW HYDE PARK 1.6,US,NY,NASSAU,40.747543,-73.664474
US1NYQN0027,QUEENS 3.4 NNW,US,NY,QUEENS,40.778064,-73.810581
US1NYTG0026,CANDOR 0.7 NW,US,NY,TIOGA,42.234287,-76.347584
US1NYGN0013,BATAVIA 3.4 WSW,US,NY,GENESEE,42.988665,-78.247293
US1NYOR0018,WALDEN 1.3 S,US,NY,ORANGE,41.541027,-74.1879
US1NYER0138,EAST AURORA 3.4 N,US,NY,ERIE,42.814,-78.5967
US1NYPT0008,MAHOPAC 2.5 WSW,US,NY,PUTNAM,41.352874,-73.784145
US1NYER0135,WEST SENECA 1.5 N,US,NY,ERIE,42.853983,-78.771591
US1NYDT0024,RED HOOK 1.2 NNE,US,NY,DUTCHESS,42.009676,-73.864194
US1NYCY0027,MORAVIA 5.9 ENE,US,NY,CAYUGA,42.734912,-76.31137
US1NYOR0017,PINE BUSH 3.4 WSW,US,NY,ORANGE,41.587962,-74.357663
US1NYSR0035,ROUND LAKE 4.1 NE,US,NY,SARATOGA,42.9776,-73.7375
US1NYNG0029,NORTH TONAWANDA 1,US,NY,NIAGARA,43.02988,-78.8572
US1NYOG0066,CLAY 2.0 SE,US,NY,ONONDAGA,43.167364,-76.145587
US1NYGN0011,BATAVIA 1.2 W,US,NY,GENESEE,42.998471,-78.205655
US1NYOR0019,GREENWOOD LAKE 3.,US,NY,ORANGE,41.189,-74.3265
US1NYQN0026,JACKSON HEIGHTS 0,US,NY,QUEENS,40.754411,-73.888164
US1NYER0150,EDEN 1.4 SSE,US,NY,ERIE,42.634848,-78.886219
US1NYSR0036,COUNTRY KNOLLS 1.,US,NY,SARATOGA,42.920604,-73.827841
US1NYUL0028,KERHONKSON 3.7 N,US,NY,ULSTER,41.832149,-74.301159
US1NYUL0029,HIGHLAND 0.2 SW,US,NY,ULSTER,41.714862,-73.968399
US1NYNG0032,RAPIDS 1.0 SW,US,NY,NIAGARA,43.0918,-78.6568
US1NYSR0039,ROUND LAKE 2.2 NN,US,NY,SARATOGA,42.96653,-73.777704
US1NYER0147,WILLIAMSVILLE 2.4,US,NY,ERIE,42.99744,-78.7403
US1NYRN0024,NASSAU 4.2 ESE,US,NY,RENSSELAER,42.490918,-73.534627
US1NYAB0041,ALBANY 0.3 ESE,US,NY,ALBANY,42.664086,-73.793493
US1NYAL0009,FRIENDSHIP 0.6 EN,US,NY,ALLEGANY,42.209255,-78.131652
USC00301388,CHASES LAKE,US,NY,LEWIS,43.75923,-75.29982
US1NYOD0060,SAUQUOIT 1.6 WSW,US,NY,ONEIDA,42.995505,-75.288519
US1NYFL0008,GLOVERSVILLE 0.9,US,NY,FULTON,43.050045,-74.328801
US1NYMR0061,EAST ROCHESTER 0.,US,NY,MONROE,43.1134,-77.48898
US1NYOT0029,NEW BERLIN 1.5 NE,US,NY,OTSEGO,42.636893,-75.310903
US1NYFK0009,GABRIELS 1.3 SE,US,NY,FRANKLIN,44.41934,-74.16194
US1NYDT0029,POUGHKEEPSIE 5.3,US,NY,DUTCHESS,41.61955,-73.913066
US1NYOD0061,SYLVAN BEACH 1.6,US,NY,ONEIDA,43.224075,-75.747136
US1NYAB0042,COEYMANS HOLLOW 2,US,NY,ALBANY,42.504078,-73.898102
US1NYWN0023,LYONS 0.7 NNE,US,NY,WAYNE,43.073758,-76.989898
US1NYUL0031,HURLEY 2.2 S,US,NY,ULSTER,41.881496,-74.056262
US1NYJF0039,DEXTER 1.5 SE,US,NY,JEFFERSON,43.994073,-76.022218
US1NYSF0083,MELVILLE 1.6 SW,US,NY,SUFFOLK,40.766853,-73.434802
US1NYER0158,EAST AURORA 2.7 S,US,NY,ERIE,42.729368,-78.605611
US1NYMR0057,CHURCHVILLE 3.5 N,US,NY,MONROE,43.152097,-77.878468
US1NYWC0019,ELMSFORD 0.8 SSW,US,NY,WESTCHESTER,41.042666,-73.822799
US1NYDT0028,RHINEBECK 5.2 SE,US,NY,DUTCHESS,41.875495,-73.837303
US1NYGN0015,CORFU 3.0 SE,US,NY,GENESEE,42.930249,-78.357043
US1NYOT0030,MOUNT VISION 1.4,US,NY,OTSEGO,42.561726,-75.072693
US1NYGR0013,TANNERSVILLE 4.5,US,NY,GREENE,42.138847,-74.086976
US1NYCQ0034,KENNEDY 2.6 SE,US,NY,CHAUTAUQUA,42.125676,-79.072352
US1NYCQ0035,FALCONER 0.3 WSW,US,NY,CHAUTAUQUA,42.11766,-79.20278
US1NYTM0042,ITHACA 6.4 E,US,NY,TOMPKINS,42.4335,-76.3786
US1NYNY0074,NEW YORK 8.8 N,US,NY,NEW YORK,40.79693,-73.93296
US1NYRN0023,WYANTSKILL 2.6 SW,US,NY,RENSSELAER,42.663699,-73.687678
US1NYSR0032,ROUND LAKE 2.7 N,US,NY,SARATOGA,42.9758,-73.7866
US1NYUL0032,ESOPUS 0.8 NNE,US,NY,ULSTER,41.838544,-73.958758
US1NYMR0065,SCOTTSVILLE 0.4 N,US,NY,MONROE,43.02539,-77.75963
US1NYPT0011,BREWSTER 0.5 N,US,NY,PUTNAM,41.40388,-73.61638
US1NYER0166,BOSTON 2.5 NE,US,NY,ERIE,42.6548,-78.703
US1NYCQ0036,JAMESTOWN 5.0 NNW,US,NY,CHAUTAUQUA,42.1617,-79.2819
US1NYDT0032,MILLBROOK 2.5 NE,US,NY,DUTCHESS,41.81,-73.659
US1NYWC0022,SOUTH SALEM 0.8 N,US,NY,WESTCHESTER,41.284795,-73.552794
US1NYER0159,LANCASTER 2.9 NE,US,NY,ERIE,42.9334,-78.6336
US1NYAB0046,RAVENA 1.4 NNW,US,NY,ALBANY,42.495718,-73.821758
USC00305280,MEXICO 2SW,US,NY,OSWEGO,43.43831,-76.26565
US1NYWR0015,LAKE GEORGE 5.0 E,US,NY,WARREN,43.400397,-73.622667
US1NYBX0025,BRONX 1.5 NE,US,NY,BRONX,40.859855,-73.845693
US1NYOR0020,WALLKILL 2.0 E,US,NY,ORANGE,41.60904,-74.1269
US1NYDT0034,HOPEWELL JUNCTION,US,NY,DUTCHESS,41.61016,-73.75855
US1NYAB0047,DELMAR 1.0 S,US,NY,ALBANY,42.61013,-73.83172
US1NYHR0018,SALISBURY CENTER,US,NY,HERKIMER,43.1626,-74.8088
US1NYMG0005,AMSTERDAM 1.0 NNW,US,NY,MONTGOMERY,42.95467,-74.20085
US1NYSF0122,NORTH BABYLON 0.5,US,NY,SUFFOLK,40.731777,-73.315529
US1NYBM0051,ENDICOTT 2.8 NNE,US,NY,BROOME,42.1356,-76.0438
US1NYSF0123,CENTER MORICHES 0,US,NY,SUFFOLK,40.80676,-72.798113
US1NYER0164,AKRON 0.9 NE,US,NY,ERIE,43.0286,-78.4836
US1NYQN0029,QUEENS 2.1 NE,US,NY,QUEENS,40.748246,-73.765371
US1NYSF0118,CENTEREACH 0.4 NW,US,NY,SUFFOLK,40.875124,-73.088425
US1NYSR0040,MECHANICVILLE 3.4,US,NY,SARATOGA,42.888751,-73.754659
US1NYSF0127,RIDGE 1.5 SE,US,NY,SUFFOLK,40.895707,-72.861132
US1NYNG0037,LOCKPORT 1.6 SSE,US,NY,NIAGARA,43.148203,-78.685757
US1NYCB0016,VALATIE 2.9 N,US,NY,COLUMBIA,42.456554,-73.668121
US1NYMR0067,ROCHESTER 9.0 NNW,US,NY,MONROE,43.28142,-77.70459
US1NYST0041,PAINTED POST 0.7,US,NY,STEUBEN,42.1537,-77.0869
USC00306746,PORTAGEVILLE 1W,US,NY,WYOMING,42.57582,-78.06724
US1NYDL0034,SCHENEVUS 5.9 SSW,US,NY,DELAWARE,42.463813,-74.851466
US1NYWS0008,GRANVILLE 9.5 SW,US,NY,WASHINGTON,43.31163,-73.39613
US1NYSF0129,BRIGHTWATERS 0.5,US,NY,SUFFOLK,40.72422,-73.26074
US1NYSH0005,COBLESKILL 4.2 NN,US,NY,SCHOHARIE,42.735065,-74.452777
US1NYSC0026,NISKAYUNA 0.4 S,US,NY,SCHENECTADY,42.81078,-73.89764
US1NYUL0034,WALLKILL 3.7 E,US,NY,ULSTER,41.6184,-74.0938
US1NYAB0054,ALTAMONT 2.9 SW,US,NY,ALBANY,42.681822,-74.083269
US1NYFL0009,NORTHVILLE 0.6 N,US,NY,FULTON,43.230277,-74.172222
US1NYDT0035,PLEASANT VALLEY 1,US,NY,DUTCHESS,41.7237,-73.821
US1NYWN0026,CLYDE 0.3 WNW,US,NY,WAYNE,43.08472,-76.87586
US1NYGN0018,DARIEN CENTER 2.2,US,NY,GENESEE,42.897974,-78.431489
US1NYSF0125,BAYPORT 1.0 SSE,US,NY,SUFFOLK,40.735832,-73.045766
US1NYBM0052,BINGHAMTON 2.9 NN,US,NY,BROOME,42.14098,-75.88936
USC00300707,BLACK RIVER,US,NY,JEFFERSON,44.00027,-75.81335
USC00308961,WARSAW 4 W,US,NY,WYOMING,42.7422,-78.20856
USC00308412,TAYLORVILLE,US,NY,LEWIS,43.92708,-75.32153
US1NYWC0032,BRIARCLIFF MANOR,US,NY,WESTCHESTER,41.15012,-73.82329
US1NYHR0017,JORDANVILLE 4.2 E,US,NY,HERKIMER,42.926557,-74.870239
US1NYER0178,WEST SENECA 2.5 S,US,NY,ERIE,42.813745,-78.713997
US1NYQN0033,HOWARD BEACH 0.4,US,NY,QUEENS,40.662099,-73.841345
US1NYAL0011,WELLSVILLE 2.4 EN,US,NY,ALLEGANY,42.1375,-77.9055
US1NYCQ0039,GERRY 0.8 N,US,NY,CHAUTAUQUA,42.205,-79.247
US1NYCT0030,FRANKLINVILLE 3.5,US,NY,CATTARAUGUS,42.3366,-78.38794
US1NYCB0015,ANCRAMDALE 0.2 N,US,NY,COLUMBIA,42.020782,-73.592534
US1NYSF0134,SETAUKET-EAST SET,US,NY,SUFFOLK,40.920423,-73.107169
US1NYER0185,KENMORE 2.1 ESE,US,NY,ERIE,42.957287,-78.832282
US1NYSC0029,SCHENECTADY 1.6 N,US,NY,SCHENECTADY,42.815191,-73.902583
US1NYNY0078,STUYVESANT SQUARE,US,NY,NEW YORK,40.733864,-73.984427
US1NYTM0047,ITHACA 5.4 SSW,US,NY,TOMPKINS,42.368084,-76.526672
US1NYMR0073,PITTSFORD 2.3 S,US,NY,MONROE,43.056515,-77.514693
US1NYDT0037,RHINEBECK 3.4 N,US,NY,DUTCHESS,41.97735,-73.90559
US1NYOD0063,UTICA 2.6 ENE,US,NY,ONEIDA,43.11209,-75.18019
US1NYDT0039,POUGHKEEPSIE 2.4,US,NY,DUTCHESS,41.661546,-73.919407
US1NYSY0014,MECKLENBURG 1.2 S,US,NY,SCHUYLER,42.449447,-76.690464
US1NYSL0015,LISBON 0.1 N,US,NY,ST. LAWRENCE,44.728492,-75.321339
US1NYTM0045,NEWFIELD HAMLET 4,US,NY,TOMPKINS,42.296501,-76.606765
US1NYER0177,CLARENCE 3.8 SSW,US,NY,ERIE,42.960847,-78.665694
US1NYNG0034,LOCKPORT 1.1 SSE,US,NY,NIAGARA,43.154809,-78.689004
US1NYRL0008,STONY POINT 0.7 N,US,NY,ROCKLAND,41.2349,-74.0079
US1NYQN0036,QUEENS 4.7 SW,US,NY,QUEENS,40.671889,-73.845023
US1NYWR0017,LAKE GEORGE 1.0 N,US,NY,WARREN,43.4403,-73.7126
US1NYOR0021,PORT JERVIS 2.9 E,US,NY,ORANGE,41.3599,-74.6409
US1NYSF0131,SETAUKET-EAST SET,US,NY,SUFFOLK,40.943,-73.13811
US1NYUL0019,WOODSTOCK 0.8 ENE,US,NY,ULSTER,42.04097,-74.095882
US1NYSF0142,SETAUKET-EAST SET,US,NY,SUFFOLK,40.91566,-73.10181
US1NYES0011,VERMONTVILLE 2.8,US,NY,ESSEX,44.41205,-74.0676
US1NYER0186,ORCHARD PARK 2.9,US,NY,ERIE,42.72283,-78.7345
US1NYSF0138,SAYVILLE 0.2 SE,US,NY,SUFFOLK,40.745169,-73.083736
US1NYSC0027,NISKAYUNA 2.9 SSE,US,NY,SCHENECTADY,42.779114,-73.872421
US1NYOG0071,LIVERPOOL 6.1 NNW,US,NY,ONONDAGA,43.188769,-76.251939
US1NYDT0040,POUGHQUAG 2.0 S,US,NY,DUTCHESS,41.579976,-73.673521
US1NYCB0018,COPAKE 0.3 WNW,US,NY,COLUMBIA,42.10441,-73.55494
US1NYOG0070,SKANEATELES 9.1 S,US,NY,ONONDAGA,42.8408,-76.3164
US1NYON0018,CANANDAIGUA 4.3 S,US,NY,ONTARIO,42.840972,-77.225832
US1NYRN0028,STEPHENTOWN 3.4 S,US,NY,RENSSELAER,42.516059,-73.423188
US1NYCQ0040,JAMESTOWN 1.4 WSW,US,NY,CHAUTAUQUA,42.08809,-79.259442
US1NYOG0072,LIVERPOOL 4.5 N,US,NY,ONONDAGA,43.170168,-76.223858
US1NYSR0041,CLIFTON PARK 2.2,US,NY,SARATOGA,42.86472,-73.82484
US1NYNS0060,FRANKLIN SQUARE 0,US,NY,NASSAU,40.71148,-73.67508
US1NYST0045,CORNING 2.9 N,US,NY,STEUBEN,42.188417,-77.064787
US1NYON0017,CANANDAIGUA 4.6 S,US,NY,ONTARIO,42.822,-77.2884
US1NYHM0009,HOFFMEISTER 2.0 E,US,NY,HAMILTON,43.386954,-74.677238
US1NYOG0067,WESTVALE 2.3 SSW,US,NY,ONONDAGA,43.009367,-76.224907
US1NYAB0056,ALBANY 2.4 WNW,US,NY,ALBANY,42.676178,-73.843644
US1NYDT0038,HYDE PARK 1.5 E,US,NY,DUTCHESS,41.76351,-73.87253
US1NYSC0025,SCHENECTADY 2.7 S,US,NY,SCHENECTADY,42.765023,-73.942937
US1NYHM0008,LONG LAKE 1.2 N,US,NY,HAMILTON,43.9907,-74.4188
